cryosleep,vip,side,destination_55_cancri_e,destination_pso_j318_5_22,destination_trappist_1e,homeplanet_earth,homeplanet_europa,homeplanet_mars,age,roomservice,foodcourt,shoppingmall,spa,vrdeck,transported
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6455696202531646,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3417721518987341,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2531645569620253,0.0,0.0051221007827435,0.0,0.1899633857419772,0.0038122073509302,0.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.240506329113924,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3417721518987341,0.0,0.0,0.0,0.0293452509153564,0.0036878962416607,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3037974683544304,0.0047379032258064,0.0,0.0004256768261535,0.0074843850958432,0.0582604732109559,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2278481012658227,0.0,0.0,0.0,0.0377988369588628,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6962025316455696,0.0,0.2153807308011398,0.0067256938532266,0.2221085505061382,0.0822110802635395,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1772151898734177,0.0,0.0171698589618728,0.0105993529712242,0.0095304759853542,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.240506329113924,0.0296370967741935,0.0028496194495545,0.0228162778818321,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5569620253164557,0.0018145161290322,0.0523392129278938,0.0,0.0150226146887788,0.0026519703310819,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7088607594936709,0.0,0.0620784186415611,0.0,0.0051690717208701,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4810126582278481,0.0032258064516129,0.0419507268333153,0.0,0.0027999138488046,0.0801806654788049,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7088607594936709,0.0046370967741935,0.0003967824550012,0.0,0.033491277191471,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.569620253164557,0.2119959677419355,0.000216426793637,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.430379746835443,0.0,0.2033329726220106,0.0019155457176911,0.1042429463708809,0.0023204740396966,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4683544303797468,0.0006048387096774,0.0157630848032319,0.0,0.0029076028429894,0.1255542203621596,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7088607594936709,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2531645569620253,0.03125,0.0,0.015920313298144,0.0,0.0002071851821157,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.430379746835443,0.1559475806451613,0.0174944991523283,0.0041290652136897,0.0031768253284514,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6329113924050633,0.0052419354838709,0.0359268477437506,0.0,0.037691147964678,4.1437036423155016e-05,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3544303797468354,0.0,0.0,0.0121317895453771,0.007322851604566,0.0139642812746032,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2531645569620253,0.0001008064516129,0.0274140605273599,0.0,0.0011307344389403,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5822784810126582,0.0433467741935483,0.0,0.0144730120892218,0.0027999138488046,0.0025276592218124,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4050632911392405,0.0,0.029217617141002,0.0,0.0,8.287407284631003e-05,0.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1139240506329113,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.240506329113924,0.0262096774193548,0.0,0.0101311084624553,0.0074843850958432,0.0003314962913852,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3544303797468354,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3417721518987341,0.0001008064516129,0.0107852685495797,4.256768261535842e-05,0.0204609088951109,0.000538681473501,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.620253164556962,0.0826612903225806,3.607113227284205e-05,0.0293717010045973,0.0157225931509799,0.000538681473501,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3417721518987341,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1898734177215189,0.0,0.0,0.033500766218287,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2025316455696202,0.0898185483870967,0.0,0.0353737442533628,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5822784810126582,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.569620253164557,0.0065524193548387,0.002272481333189,0.000127703047846,0.0383911264268791,0.0011187999834251,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.810126582278481,0.0,0.0626555567579266,0.0004682445087689,0.0215916433340512,0.0311606513902125,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3164556962025316,0.0,0.0001082133968185,0.0009790567001532,0.0373142364850312,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3670886075949367,0.1445564516129032,0.0001803556613642,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2531645569620253,0.0726814516129032,0.0044006781372867,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3164556962025316,0.0,0.0,0.0297548101481355,0.002315313374973,0.0009116148013094,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3924050632911392,0.0785282258064516,0.0,0.000127703047846,0.0030691363342666,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2025316455696202,0.0,0.0,0.0295419717350587,0.0,0.0042265777151618,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1898734177215189,0.2173387096774193,0.0,0.0,0.0031768253284514,8.287407284631003e-05,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4177215189873418,0.0,0.0143202395123182,0.0,0.067251776868404,0.0350142957775659,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.240506329113924,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2911392405063291,0.0,0.0008657071745482,0.0,0.0029614473400818,0.3114407657564331,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2658227848101265,0.0696572580645161,0.0,0.0,0.0,0.0006215555463473,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3037974683544304,0.0485887096774193,0.0348807849078382,0.01485612123276,0.0010230454447555,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3924050632911392,0.0,0.0328247303682862,0.0024689255916907,0.0890587981908249,0.0504288733269796,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7594936708860759,0.0,0.1239043393572124,0.0,0.2938832651303037,0.0004143703642315,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3164556962025316,0.1747983870967742,3.607113227284205e-05,0.0080452920143027,5.384449709239716e-05,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4556962025316455,0.0,0.0,0.0,0.0,0.0655948286578543,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5316455696202531,0.1328629032258064,0.0,0.0589988081048867,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1898734177215189,0.0,0.000216426793637,0.0,0.0528214516476416,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6962025316455696,0.1036290322580645,0.0006492803809111,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2658227848101265,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2784810126582278,0.0720766129032258,0.0,0.0309041375787502,0.017499461555029,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5443037974683544,0.0,0.0615373516574685,0.0,0.0147533922033168,0.0851945468860067,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.240506329113924,0.0023185483870967,0.0237708761678029,0.0,0.0008076674563859,0.0046823851158165,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2278481012658227,0.0188508064516129,0.0004328535872741,0.0,0.0687594227869911,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3291139240506329,0.2854838709677419,0.003859611153194,0.1892984845904989,0.0008076674563859,0.0001657481456926,0.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4810126582278481,0.0557459677419354,0.0,0.0,0.0046844712470385,0.0100691998508266,0.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2911392405063291,0.0,0.0,0.0203473522901413,0.245530906741331,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7341772151898734,0.0002016129032258,3.607113227284205e-05,0.000595947556615,0.0001076889941847,0.0477769029958977,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3544303797468354,0.0527217741935483,0.0,0.0,0.0522291621796252,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6075949367088608,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5822784810126582,0.0,0.1175558200771922,0.0323940064702877,0.2381542106396726,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6075949367088608,0.0002016129032258,0.0,0.0035331176570747,0.0317144087874219,0.0096548294865951,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3797468354430379,0.0,0.0227969555964361,0.0,0.0362373465431832,0.0941449467534081,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5063291139240507,0.0,0.0,0.00238379022646,5.384449709239716e-05,0.0266025773836655,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.240506329113924,0.0078629032258064,0.0,0.0,0.0296144734008184,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3291139240506329,0.0,0.024889081268261,4.256768261535842e-05,0.055459832005169,0.0941863837898313,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4050632911392405,0.0,0.0032103307722829,0.0,0.4485246607796683,4.1437036423155016e-05,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2784810126582278,0.0,0.0001803556613642,0.0,0.087174240792591,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.240506329113924,0.0026209677419354,0.0112902644013995,0.0200068108292184,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2784810126582278,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.050632911392405,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4050632911392405,0.2512096774193548,0.0,0.0,0.007322851604566,0.0001657481456926,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4556962025316455,0.0740927419354838,0.0,8.513536523071684e-05,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5822784810126582,0.0,0.0,4.256768261535842e-05,0.0,0.0736750507603696,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4177215189873418,0.0105846774193548,0.0,0.0462710710028946,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1898734177215189,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4050632911392405,0.0001008064516129,0.0,0.0,0.0004846004738315,0.0274727551485517,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.240506329113924,0.0204637096774193,0.0,0.0073216414098416,0.0786129657548998,0.0062569924998964,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3291139240506329,0.1307459677419354,0.0,0.0026391963221522,0.0,0.0150830812580284,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3164556962025316,0.0929435483870967,0.0,4.256768261535842e-05,0.0048998492354081,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2278481012658227,0.0599798387096774,0.0048335317245608,0.0002979737783075,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2658227848101265,0.0129032258064516,0.0038956822854669,0.0003405414609228,0.0001615334912771,0.0216301330128869,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.240506329113924,0.0,7.21422645456841e-05,0.000595947556615,0.0406525953047598,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4177215189873418,0.0,0.0728636871911409,0.0,0.0978354512168856,0.0075415406290142,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3924050632911392,0.0,0.0334379396169245,0.0,0.1486108119750161,4.1437036423155016e-05,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3164556962025316,0.0021169354838709,0.0269090646755401,0.0023412225438447,0.0,0.0001657481456926,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.430379746835443,0.0163306451612903,0.0,0.0293717010045973,0.0015076459185871,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.240506329113924,0.0,0.029217617141002,0.0008939213349225,0.0424294637088089,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5316455696202531,0.0,0.0001082133968185,0.0,0.0483523583889726,4.1437036423155016e-05,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2531645569620253,0.0,0.0,0.0237527668993699,0.0,0.0095305183773256,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3670886075949367,0.0028225806451612,0.0,0.023880469947216,0.0109304329097566,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3544303797468354,0.0034274193548387,0.0,0.0,0.0,0.027265569966436,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1645569620253164,0.0158266129032258,0.0,0.0510386514558147,0.0,0.0005801185099241,0.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5569620253164557,0.3034274193548387,0.0009378494390938,0.0,0.0033383588197286,0.0374590809265321,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4430379746835443,0.0640120967741935,0.0001082133968185,0.0,0.0,0.0010359259105788,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3544303797468354,0.2504032258064516,0.0049056739891065,0.001787842669845,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7848101265822784,0.0717741935483871,7.21422645456841e-05,0.0137067938021454,0.0,0.0214229478307711,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5569620253164557,0.0036290322580645,0.0212098257764311,0.0,0.0901895326297652,0.1490490200140886,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4936708860759493,0.0,0.0095949211845759,0.0,0.067520999353866,0.0081630961753615,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2278481012658227,0.0005040322580645,0.000901778306821,0.0262216924910607,0.0,0.0431773919529275,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2278481012658227,0.002016129032258,0.0383796847383039,0.0,0.0,0.4824514150747938,0.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4050632911392405,0.4554435483870968,0.0329690148973776,0.0,0.0050075382295929,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5822784810126582,0.0,0.0047253183277423,0.0,0.47776222270084,0.0194339700824597,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3797468354430379,0.0,3.607113227284205e-05,0.0,0.0468447124703855,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3544303797468354,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2784810126582278,0.0404233870967741,0.0,0.0083432657926102,0.0,0.0052210665893175,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4050632911392405,0.8216733870967742,0.0740179634238718,0.0816873829388728,0.3958647426233039,0.0312435254630588,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4177215189873418,0.3388104838709677,0.0,0.0005533798739996,0.0008076674563859,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2658227848101265,0.1519153225806451,0.0,0.000127703047846,0.0001076889941847,0.0495586955620934,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3164556962025316,0.077016129032258,0.0005771381163654,0.0,0.0004307559767391,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.430379746835443,0.0224798387096774,0.0,0.0005533798739996,0.0276760715054921,0.0016989184933493,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1645569620253164,0.0981854838709677,0.0,0.0801549463647199,0.0,0.0209257033936932,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5822784810126582,0.024899193548387,0.0,0.0177932913332198,0.0258453586043506,0.0014917333112335,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3670886075949367,0.0004032258064516,0.0,0.0179209943810658,0.0234223562351927,0.0007873036920399,0.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7594936708860759,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3670886075949367,0.003024193548387,0.0,0.0,0.0,0.0323208884100609,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3670886075949367,0.0259072580645161,0.0,0.0332879278052102,0.0004307559767391,0.0001243111092694,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3670886075949367,0.0636088709677419,0.0,0.0,0.0021537798836958,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8227848101265822,0.0261088709677419,0.0,0.0,0.0,0.079393361786765,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2658227848101265,0.0011088709677419,0.0,0.0,0.0451755330605212,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3797468354430379,0.0004032258064516,0.0,0.0188149157159884,0.1314344174025414,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3417721518987341,0.0,0.009125996465029,0.0,0.0042537152702993,0.0174449923341482,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3164556962025316,0.0987903225806451,0.0,0.000127703047846,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5443037974683544,0.1376008064516129,0.1120369368394474,0.0,0.0026922248546198,0.0958438652467575,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4556962025316455,0.0,0.0,0.0014047335263068,0.0364527245315528,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2531645569620253,0.0798387096774193,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3037974683544304,0.0045362903225806,0.0049778162536522,4.256768261535842e-05,0.0,0.0219616293042721,0.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3417721518987341,0.0001008064516129,3.607113227284205e-05,0.093478631023327,0.0200301529183717,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2784810126582278,0.0001008064516129,0.0,0.0004256768261535,0.0336528106827482,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4050632911392405,0.0602822580645161,0.0,0.0058743402009194,0.0,0.0258567107280487,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0886075949367088,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2658227848101265,0.2970766129032258,0.0,0.0122169249106078,0.0014538014214947,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2658227848101265,0.0,0.0,0.0383534820364379,0.0001615334912771,0.0,0.0
