international_plan,voice_mail_plan,area_code_408,area_code_415,area_code_510,region_Midwest,region_Northeast,region_South,region_West,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2314049586776859,0.78,0.6071835803876853,0.71875,0.6071428571428572,0.5254330492163871,0.6588235294117647,0.5253963118731801,0.3956732137773982,0.6165413533834585,0.3955696202531646,0.475,0.15,0.4759259259259258,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0867768595041322,0.0,0.4572405929304447,0.675,0.4572434607645875,0.5996700577398955,0.5176470588235293,0.5998058880621158,0.4247082265869628,0.6165413533834585,0.4246835443037975,0.625,0.2,0.6259259259259259,0.1111111111111111,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2892561983471075,0.0,0.7910490307867731,0.65,0.7910798122065729,0.3623865823480891,0.711764705882353,0.3623422840504691,0.2368346142897808,0.5112781954887218,0.2367088607594937,0.41,0.1,0.4092592592592592,0.1111111111111111,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1487603305785124,0.0,0.5447548460661346,0.43125,0.5447686116700202,0.3552378333791586,0.6647058823529411,0.3552248463280492,0.4662681468830059,0.631578947368421,0.4664556962025317,0.645,0.05,0.6444444444444444,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1859504132231405,0.0,0.3483466362599772,0.41875,0.3482562038900067,0.4597195490789111,0.3647058823529411,0.4597217728890327,0.430116709365215,0.4887218045112781,0.430379746835443,0.485,0.3,0.4851851851851851,0.1111111111111111,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1074380165289256,0.0,0.5062713797035348,0.7562500000000001,0.506203890006707,0.8160571899917515,0.5411764705882353,0.8162406988029764,0.4247082265869628,0.5488721804511278,0.4246835443037975,0.38,0.15,0.3796296296296296,0.3333333333333333,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3181818181818182,0.26,0.8015963511972634,0.58125,0.8014755197853789,0.4899642562551553,0.5941176470588235,0.4901326431575542,0.5707372615997722,0.7218045112781954,0.5708860759493671,0.32,0.25,0.3203703703703703,0.2222222222222222,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4669421487603306,0.6,0.5877993158494869,0.49375,0.5876928236083165,0.7148748968930437,0.5352941176470588,0.7149789712067293,0.7056646740677484,0.3759398496240601,0.7056962025316456,0.5700000000000001,0.3,0.5703703703703703,0.1111111111111111,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2479338842975206,0.32,0.4090649942987457,0.475,0.409121395036888,0.6670332691778939,0.3411764705882353,0.6670980265286316,0.296043267862226,0.4661654135338345,0.2962025316455697,0.5650000000000001,0.15,0.5648148148148148,0.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4132231404958678,0.18,0.4563854047890536,0.7250000000000001,0.4564050972501677,0.577398955182843,0.711764705882353,0.5774830152054352,0.2715627668659265,0.2406015037593984,0.2715189873417721,0.54,0.45,0.5407407407407407,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4586776859504132,0.34,0.5222348916761688,0.59375,0.5221327967806841,0.6950783612867748,0.7352941176470588,0.6952442575218376,0.3216623968118417,0.4661654135338345,0.3215189873417721,0.485,0.15,0.4851851851851851,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4958677685950413,0.0,0.5051311288483467,0.8875000000000001,0.5050301810865192,0.3395655760241958,0.5176470588235293,0.3396958912973148,0.4824935952177625,0.1353383458646616,0.4822784810126582,0.42,0.3,0.4203703703703703,0.1111111111111111,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3264462809917355,0.0,0.6838654503990879,0.7562500000000001,0.6837692823608317,0.3912565301072312,0.3,0.3914590747330961,0.9126103045829774,0.5488721804511278,0.9126582278481016,0.4650000000000001,0.25,0.4648148148148147,0.1111111111111111,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.628099173553719,0.0,0.475484606613455,0.7937500000000001,0.4755197853789403,0.394555952708276,0.711764705882353,0.3946942736978324,0.475377170509536,0.7293233082706767,0.4753164556962026,0.5900000000000001,0.2,0.5907407407407407,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4958677685950413,0.68,0.6984036488027366,0.59375,0.6983568075117371,0.5963706351388507,0.388235294117647,0.5965706890973795,0.1955593509820666,0.6917293233082706,0.1955696202531645,0.375,0.4,0.3759259259259259,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1074380165289256,0.0,0.6747434435575826,0.6875,0.6747149564050974,0.6376134176519109,0.5411764705882353,0.6376577159495309,0.3444349558781668,0.3909774436090226,0.3443037974683545,0.635,0.3,0.6351851851851852,0.1111111111111111,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2355371900826446,0.0,0.4258836944127708,0.90625,0.425888665325285,0.5402804509210888,0.6176470588235294,0.5402782271109673,0.4719612866495873,0.5639097744360901,0.4721518987341773,0.7450000000000001,0.15,0.7444444444444444,0.1111111111111111,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3884297520661157,0.0,0.3831242873432155,0.65,0.3831321260898726,0.4190266703326918,0.5588235294117647,0.4189582659333549,0.5488186734984344,0.3533834586466165,0.5487341772151899,0.47,0.15,0.4703703703703703,0.1111111111111111,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4049586776859504,0.0,0.4823261117445838,0.4375,0.4822266934942992,0.7464943634863899,0.4529411764705882,0.7466839210611452,0.3600910902362653,0.5338345864661653,0.360126582278481,0.53,0.1,0.5296296296296296,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7272727272727273,0.0,0.6493728620296466,0.50625,0.6493963782696177,0.4448721473742095,0.5705882352941176,0.4448398576512455,0.493310560774267,0.5488721804511278,0.4930379746835444,0.4,0.25,0.4,0.1111111111111111,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2396694214876033,0.0,0.4546750285062714,0.6000000000000001,0.454728370221328,0.4597195490789111,0.7235294117647059,0.4597217728890327,0.2701394819242812,0.5488721804511278,0.2702531645569621,0.51,0.2,0.5092592592592592,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2975206611570248,0.0,0.4492588369441277,0.5750000000000001,0.4491951710261569,0.545229584822656,0.5117647058823529,0.5454545454545454,0.9143182465129518,0.5488721804511278,0.9145569620253168,0.455,0.2,0.4555555555555555,0.1111111111111111,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6776859504132232,0.78,0.4771949828962372,0.70625,0.47719651240778,0.4748419026670332,0.5529411764705883,0.4749272080232934,0.4238542556219755,0.6015037593984962,0.4240506329113924,0.475,0.2,0.4759259259259258,0.3333333333333333,0.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5289256198347108,0.62,0.5501710376282782,0.61875,0.5501341381623073,0.6180918339290624,0.5117647058823529,0.6182465221611129,0.4380871050384287,0.4360902255639097,0.4379746835443039,0.515,0.4,0.5148148148148147,0.2222222222222222,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3347107438016529,0.0,0.2879133409350057,0.58125,0.2878940308517774,0.4278251306021446,0.611764705882353,0.4280168230346166,0.7421007685738684,0.4511278195488722,0.7424050632911392,0.665,0.1,0.6648148148148147,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6570247933884298,0.0,0.2445838084378563,0.48125,0.2446344735077129,0.4544954632939236,0.6470588235294118,0.4545454545454546,0.3837176202675775,0.4436090225563909,0.3835443037974684,0.4599999999999999,0.2,0.4592592592592592,0.3333333333333333,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3388429752066116,0.0,0.2226339794754846,0.4375,0.2226693494299128,0.6579598570250207,0.6764705882352942,0.6580394694273698,0.2866495872473669,0.593984962406015,0.2867088607594937,0.6150000000000001,0.2,0.6148148148148147,0.1111111111111111,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4049586776859504,0.0,0.3657354618015964,0.4875,0.3656941649899396,0.5919714050041243,0.7058823529411764,0.5920414105467486,0.2846569883290634,0.8045112781954886,0.2848101265822785,0.7150000000000001,0.45,0.7148148148148148,0.2222222222222222,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3016528925619834,0.62,0.7109464082098061,0.4375,0.7109322602280349,0.576024195765741,0.3470588235294117,0.5761889356195405,0.3896954170224879,0.3157894736842104,0.389873417721519,0.495,0.1,0.4944444444444444,0.4444444444444444,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5743801652892563,0.0,0.3215507411630559,0.55625,0.3215962441314554,0.430849601319769,0.3823529411764705,0.4309285021028793,0.5861087389695416,0.3909774436090226,0.5860759493670887,0.8150000000000001,0.3,0.8148148148148149,0.0,0.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4090909090909091,0.76,0.6405359179019384,0.7562500000000001,0.6405097250167674,0.8083585372559802,0.7705882352941177,0.8084762212876091,0.7011101622544833,0.2105263157894736,0.7012658227848102,0.49,0.3,0.4907407407407407,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6570247933884298,0.0,0.4880273660205245,0.64375,0.4879275653923541,0.6695078361286775,0.711764705882353,0.6696861857004206,0.3828636493025903,0.4436090225563909,0.3829113924050633,0.65,0.15,0.6499999999999999,0.2222222222222222,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7438016528925621,0.0,0.4084948688711517,0.56875,0.4084507042253521,0.5375309320868848,0.3411764705882353,0.5376900679391783,0.511243951038998,0.4661654135338345,0.5113924050632912,0.3,0.35,0.3,0.1111111111111111,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5909090909090909,0.74,0.6268529076396807,0.6375000000000001,0.6267605633802817,0.6106681330767115,0.4529411764705882,0.6108055645422193,0.2129234272701394,0.5864661654135337,0.2126582278481013,0.5,0.2,0.5,0.1111111111111111,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5206611570247934,0.44,0.4732041049030787,0.7125,0.4731723675385647,0.4797910365686005,0.6058823529411764,0.4797800064703979,0.5727298605180757,0.2631578947368421,0.5727848101265823,0.51,0.3,0.5092592592592592,0.1111111111111111,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1942148760330578,0.74,0.6034777651083238,0.71875,0.6034540576794098,0.4396480615892219,0.4941176470588235,0.4396635393076674,0.2857956162823797,0.3533834586466165,0.2854430379746836,0.61,0.05,0.6092592592592593,0.1111111111111111,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3057851239669422,0.38,0.5994868871151654,0.5625,0.5994299128101945,0.6648336541105306,0.5117647058823529,0.6648333872533161,0.4896100199259891,0.518796992481203,0.489873417721519,0.655,0.15,0.6555555555555556,0.4444444444444444,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3223140495867769,0.0,0.6336944127708096,0.61875,0.6336351441985245,0.4019796535606268,0.4823529411764706,0.4021352313167259,0.6601195559350982,0.3684210526315789,0.6601265822784811,0.445,0.2,0.4444444444444444,0.3333333333333333,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5495867768595042,0.64,0.6180159635119726,0.4875,0.6180415828303153,0.2810008248556502,0.6529411764705882,0.2811387900355871,0.3709080557927697,0.3759398496240601,0.3708860759493671,0.43,0.1,0.4296296296296296,0.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3925619834710744,0.62,0.5228050171037628,0.7875000000000001,0.5228034875922201,0.5375309320868848,0.6235294117647059,0.5376900679391783,0.3882721320808426,0.4511278195488722,0.3879746835443037,0.525,0.25,0.5259259259259259,0.1111111111111111,0.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4132231404958678,0.5,0.4107753705815279,0.9,0.4107981220657277,0.4608193566125927,0.6176470588235294,0.4610158524749272,0.5587816680899516,0.5563909774436089,0.558860759493671,0.7250000000000001,0.15,0.7259259259259259,0.1111111111111111,0.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3057851239669422,0.54,0.3349486887115165,0.6375000000000001,0.335010060362173,0.5686004949133902,0.7470588235294118,0.568747978000647,0.4289780814118987,0.6090225563909775,0.429113924050633,0.21,0.35,0.2092592592592592,0.3333333333333333,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4049586776859504,0.0,0.5427594070695554,0.6375000000000001,0.5427565392354124,0.4346989276876546,0.6294117647058823,0.4348107408605629,0.6484486194136065,0.4436090225563909,0.64873417721519,0.5599999999999999,0.2,0.5592592592592592,0.2222222222222222,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3305785123966942,0.0,0.4737742303306727,0.6375000000000001,0.4736753856472167,0.5982952983227935,0.6588235294117647,0.5985118084762213,0.5024195844007969,0.2631578947368421,0.5025316455696203,0.66,0.1,0.6592592592592592,0.4444444444444444,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3512396694214876,0.0,0.620866590649943,0.58125,0.6208920187793427,0.5903216937036019,0.5588235294117647,0.5904238110643805,0.5266154284087674,0.2781954887218045,0.5265822784810127,0.5650000000000001,0.35,0.5648148148148148,0.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5206611570247934,0.0,0.6277080957810718,0.675,0.6275989268947015,0.5180093483640363,0.7294117647058823,0.5179553542542867,0.3672075149444919,0.6015037593984962,0.3670886075949367,0.585,0.15,0.5851851851851851,0.2222222222222222,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5206611570247934,0.0,0.2930444697833523,0.8,0.2930918846411804,0.3951058564751168,0.5588235294117647,0.3950177935943061,0.4204383717620267,0.481203007518797,0.420253164556962,0.5,0.25,0.5,0.1111111111111111,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6074380165289256,0.0,0.5279361459521095,0.5437500000000001,0.5278336686787392,0.4685180093483641,0.5647058823529412,0.4684568100938208,0.345573583831483,0.5338345864661653,0.3455696202531645,0.475,0.65,0.4759259259259258,0.1111111111111111,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4793388429752066,0.0,0.5655644241733182,0.7562500000000001,0.5655600268276324,0.6860049491339015,0.611764705882353,0.6861857004205759,0.3390264730999146,0.6165413533834585,0.3392405063291139,0.525,0.25,0.5259259259259259,0.1111111111111111,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2396694214876033,0.0,0.3072976054732041,0.70625,0.3073440643863179,0.5955457794885894,0.7352941176470588,0.5956001294079586,0.4947338457159123,0.4436090225563909,0.4949367088607594,0.495,0.15,0.4944444444444444,0.2222222222222222,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6900826446280992,0.44,0.5014253135689852,0.4375,0.5013413816230717,0.5820731372009897,0.6176470588235294,0.582012293756066,0.372331340734415,0.3609022556390978,0.3721518987341772,0.365,0.25,0.3648148148148148,0.2222222222222222,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545455,0.0,0.6302736602052451,0.83125,0.6302816901408451,0.440472917239483,0.8235294117647058,0.4406340989970883,0.336179903216624,0.3834586466165413,0.3360759493670887,0.42,0.15,0.4203703703703703,0.4444444444444444,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.268595041322314,0.0,0.4860319270239452,0.64375,0.4860831656606305,0.6992026395380808,0.4529411764705882,0.6994500161759949,0.4372331340734415,0.7894736842105263,0.4373417721518988,0.525,0.1,0.5259259259259259,0.2222222222222222,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3016528925619834,0.7000000000000001,0.4392816419612315,0.65,0.4393024815560027,0.3392906241407754,0.4941176470588235,0.3393723714008411,0.4508966695132365,0.1804511278195488,0.4506329113924051,0.545,0.45,0.5444444444444444,0.2222222222222222,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3305785123966942,0.0,0.6294184720638542,0.48125,0.6294433266264252,0.4083035468792961,0.5117647058823529,0.408282109349725,0.399089097637347,0.5037593984962405,0.3993670886075949,0.38,0.15,0.3796296296296296,0.2222222222222222,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.0,0.5453249714937287,0.5,0.5452716297786722,0.380808358537256,0.5529411764705883,0.3807829181494662,0.5758610873896953,0.5563909774436089,0.5759493670886077,0.32,0.15,0.3203703703703703,0.2222222222222222,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.396694214876033,0.0,0.5963511972633979,0.8375,0.5962441314553991,0.0,0.0,0.0,0.3748932536293766,0.4586466165413533,0.3746835443037974,0.5900000000000001,0.3,0.5907407407407407,0.1111111111111111,0.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5867768595041323,0.0,0.5538768529076398,0.61875,0.5538229376257546,0.3398405279076161,0.7823529411764706,0.3400194111937884,0.5288926843153999,0.4962406015037593,0.529113924050633,0.51,0.1,0.5092592592592592,0.2222222222222222,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3429752066115702,0.0,0.37115165336374,0.65625,0.3710596914822267,0.764366235908716,0.3529411764705882,0.7644775153671951,0.744947338457159,0.3082706766917293,0.7449367088607596,0.7000000000000001,0.3,0.7,0.2222222222222222,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5041322314049587,0.0,0.7351767388825541,0.5750000000000001,0.7350771294433267,0.5817981853175694,0.4176470588235294,0.582012293756066,0.4144605750071164,0.5338345864661653,0.4145569620253164,0.47,0.1,0.4703703703703703,0.2222222222222222,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4049586776859504,0.56,0.57212086659065,0.55,0.5720992622401073,0.7264228759967005,0.6823529411764706,0.7266256874797801,0.3672075149444919,0.518796992481203,0.3670886075949367,0.455,0.25,0.4555555555555555,0.1111111111111111,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.359504132231405,0.0,0.1584948688711516,0.40625,0.1584507042253521,0.6673082210613143,0.711764705882353,0.6674215464251051,0.3774551665243382,0.7593984962406013,0.3772151898734177,0.5650000000000001,0.2,0.5648148148148148,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3429752066115702,0.0,0.4532497149372862,0.5,0.4532193158953723,0.461644212262854,0.7529411764705882,0.4616628922678745,0.3526900085397096,0.5112781954887218,0.3525316455696203,0.6150000000000001,0.25,0.6148148148148147,0.1111111111111111,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7809917355371901,0.44,0.4746294184720638,0.58125,0.4746814218645204,0.5031619466593347,0.5411764705882353,0.5033969589129732,0.220039851978366,0.518796992481203,0.219620253164557,0.425,0.15,0.4259259259259259,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.256198347107438,0.0,0.3668757126567845,0.4875,0.3668678739101274,0.6620841352763267,0.7823529411764706,0.662245228081527,0.5522345573583831,0.6616541353383458,0.5525316455696202,0.6400000000000001,0.3,0.6407407407407407,0.1111111111111111,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1570247933884297,0.0,0.2659635119726339,0.51875,0.2659289067739772,0.5488039593071212,0.6705882352941176,0.5490132643157554,0.4625676060347281,0.5338345864661653,0.4626582278481013,0.325,0.2,0.3259259259259259,0.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2066115702479339,0.56,0.7887685290763968,0.7562500000000001,0.7887323943661972,0.5600769865273577,0.5823529411764706,0.560012940795859,0.5764304013663535,0.4135338345864661,0.5765822784810127,0.415,0.15,0.4148148148148148,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5991735537190083,0.0,0.5826681870011403,0.84375,0.5826626425217974,0.6024195765740995,0.5294117647058824,0.6023940472339049,0.5095360091090235,0.6090225563909775,0.509493670886076,0.525,0.3,0.5259259259259259,0.3333333333333333,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3223140495867769,0.0,0.5071265678449259,0.51875,0.5070422535211268,0.4599945009623316,0.4941176470588235,0.4600452927855063,0.5123825789923142,0.8195488721804509,0.5126582278481013,0.76,0.4,0.7592592592592592,0.0,0.0
